ISO3,cohortYear,vaccine,coverage
LSO,2011,Hib3,95
LSO,2011,MCV1,78.8
LSO,2011,MCV1,77.2
LSO,2011,MCV1,92
LSO,2011,MCV2,69.3
LSO,2011,MCV2,81.7
LSO,2011,PAB,70.6
LSO,2011,Pol1,82.2
LSO,2011,Pol1,97.3
LSO,2011,Pol3,80.1
LSO,2011,Pol3,23.1
LSO,2011,Pol3,93.5
LSO,2011,TT2+,51.9
LSO,2011,TT2+,62.2
LSO,2012,BCG,95.8
LSO,2012,DTP1,96.9
LSO,2012,DTP3,85.5
LSO,2012,FULL,55.8
LSO,2012,Hib1,96.9
LSO,2012,Hib3,85.5
LSO,2012,MCV1,75.4
LSO,2012,Pol1,95.4
LSO,2012,Pol3,72
LSO,2013,BCG,97.6
LSO,2013,BCG,76.2
LSO,2013,BCG,98
LSO,2013,BCG,21.8
LSO,2013,DTP1,98.3
LSO,2013,DTP1,77.1
LSO,2013,DTP1,98.3
LSO,2013,DTP1,21.1
LSO,2013,DTP3,83.9
LSO,2013,DTP3,73.2
LSO,2013,DTP3,85.4
LSO,2013,DTP3,12.2
LSO,2013,FULL,60.1
LSO,2013,FULL,65.3
LSO,2013,FULL,68.3
LSO,2013,FULL,3.1
LSO,2013,Hib1,98.3
LSO,2013,Hib1,77.1
LSO,2013,Hib1,98.3
LSO,2013,Hib1,21.1
LSO,2013,Hib3,83.9
LSO,2013,Hib3,73.2
LSO,2013,Hib3,85.4
LSO,2013,Hib3,12.2
LSO,2013,MCV1,79.6
LSO,2013,MCV1,71.2
LSO,2013,MCV1,90.1
LSO,2013,MCV1,18.9
LSO,2013,PAB,74.4
LSO,2013,Pol1,96
LSO,2013,Pol1,75.7
LSO,2013,Pol1,96
LSO,2013,Pol1,20.3
LSO,2013,Pol3,74.9
LSO,2013,Pol3,71.2
LSO,2013,Pol3,75.7
LSO,2013,Pol3,4.5
LSO,2013,TT2+,58.2
LUX,1994,BCG,58.5
LUX,1994,DTP1,99.4
LUX,1994,DTP3,98.3
LUX,1994,MCV1,91.1
LUX,1994,Pol1,99.6
LUX,1994,Pol3,97.9
LUX,1999,BCG,20.9
LUX,1999,DTP1,99.6
LUX,1999,DTP3,99.4
LUX,1999,HepB1,96
LUX,1999,HepB3,94.5
LUX,1999,Hib1,99.2
LUX,1999,Hib3,98.3
LUX,1999,MCV1,95.4
LUX,1999,Pol1,100
LUX,1999,Pol3,99.6
LUX,2005,DTP1,99.5
LUX,2005,DTP3,99.1
LUX,2005,HepB3,94.5
LUX,2005,Hib3,99
LUX,2005,MCV1,96.2
LUX,2005,PcV3,85.6
LUX,2005,Pol3,96.4
LUX,2010,DTP1,99.9
LUX,2010,DTP3,99.3
LUX,2010,HepB3,93.6
LUX,2010,Hib3,98.9
LUX,2010,MCV1,99
LUX,2010,PcV3,95.4
LUX,2010,Pol3,99.5
LVA,2013,BCG,97.3
LVA,2013,DTP3,95.3
LVA,2013,HepB3,95.2
LVA,2013,Hib3,95.3
LVA,2013,MCV1,90.8
LVA,2013,PcV3,83.2
LVA,2013,Pol3,95.3
MAR,1986,BCG,77
MAR,1986,BCG,49
MAR,1986,BCG,83
MAR,1986,BCG,34
MAR,1986,DTP1,47.7
MAR,1986,DTP1,77
MAR,1986,DTP1,29.3
MAR,1986,DTP3,54
MAR,1986,DTP3,40.3
MAR,1986,DTP3,63
MAR,1986,DTP3,22.7
MAR,1986,FULL,35.2
MAR,1986,FULL,53
MAR,1986,FULL,17.8
MAR,1986,MCV1,45
MAR,1986,MCV1,38.4
MAR,1986,MCV1,58
MAR,1986,MCV1,19.6
MAR,1986,Pol1,47.7
MAR,1986,Pol1,77
MAR,1986,Pol1,29.3
MAR,1986,Pol3,54
MAR,1986,Pol3,40.3
MAR,1986,Pol3,63
MAR,1986,Pol3,22.7
MAR,1987,BCG,82
MAR,1987,BCG,99
MAR,1987,DTP1,81.5
MAR,1987,DTP1,98.5
MAR,1987,DTP3,78
MAR,1987,DTP3,95
MAR,1987,FULL,66
MAR,1987,FULL,81
MAR,1987,MCV1,76
MAR,1987,MCV1,92
MAR,1987,Pol1,81.5
MAR,1987,Pol1,98.5
MAR,1987,Pol3,78
MAR,1987,Pol3,95
MAR,1987,TT2+,77
MAR,1988,BCG,81
MAR,1988,BCG,99
MAR,1988,DTP1,81
MAR,1988,DTP1,98
MAR,1988,DTP3,75
MAR,1988,DTP3,92
MAR,1988,FULL,73
MAR,1988,FULL,88
MAR,1988,MCV1,76
MAR,1988,MCV1,92
MAR,1988,Pol1,81
MAR,1988,Pol1,98
MAR,1988,Pol3,75
MAR,1988,Pol3,92
MAR,1988,TT2+,45
MAR,1988,BCG,92.8
MAR,1988,DTP1,88.3
MAR,1988,DTP3,79.8
MAR,1988,FULL,64.5
MAR,1988,MCV1,64.8
MAR,1988,Pol1,88.3
MAR,1988,Pol3,79.8
MAR,1989,BCG,93.6
MAR,1989,DTP1,88.2
MAR,1989,DTP3,77.1
MAR,1989,FULL,67.9
MAR,1989,MCV1,69.4
MAR,1989,Pol1,88.2
MAR,1989,Pol3,77.1
MAR,1990,BCG,92.8
MAR,1990,DTP1,87.9
MAR,1990,DTP3,76
MAR,1990,FULL,66.8
MAR,1990,MCV1,67.5
MAR,1990,Pol1,87.9
MAR,1990,Pol3,76
MAR,1991,BCG,92.3
MAR,1991,BCG,65.2
MAR,1991,BCG,62.6
MAR,1991,BCG,93.4
MAR,1991,BCG,28.2
MAR,1991,DTP1,89.5
MAR,1991,DTP1,65.1
MAR,1991,DTP1,64.5
MAR,1991,DTP1,91.8
MAR,1991,DTP1,26.7
MAR,1991,DTP3,73.8
MAR,1991,DTP3,56.5
MAR,1991,DTP3,54.4
MAR,1991,DTP3,79.4
MAR,1991,DTP3,22.8
MAR,1991,FULL,63.4
MAR,1991,FULL,54.3
MAR,1991,FULL,50.7
MAR,1991,FULL,75.7
MAR,1991,FULL,21.4
MAR,1991,MCV1,66.9
MAR,1991,MCV1,57
MAR,1991,MCV1,54.7
MAR,1991,MCV1,79.8
MAR,1991,MCV1,22.8
MAR,1991,Pol1,89.5
MAR,1991,Pol1,65.1
MAR,1991,Pol1,64.5
MAR,1991,Pol1,91.8
MAR,1991,Pol1,26.7
MAR,1991,Pol3,73.8
MAR,1991,Pol3,56.5
MAR,1991,Pol3,54.4
MAR,1991,Pol3,79.4
MAR,1991,Pol3,22.8
MAR,1991,TT2+,45.6
MAR,1993,BCG,99
MAR,1993,DTP1,98
MAR,1993,DTP3,93
MAR,1993,FULL,90.2
MAR,1993,MCV1,91.7
MAR,1993,Pol1,98
MAR,1993,Pol3,93
MAR,1993,TT2+,64
MAR,1991,BCG,93.9
MAR,1991,DTP1,92.3
MAR,1991,DTP3,82.3
MAR,1991,FULL,73.6
MAR,1991,MCV1,76.6
MAR,1991,Pol1,92.3
MAR,1991,Pol3,82.3
MAR,1992,BCG,95.3
MAR,1992,DTP1,91.7
MAR,1992,DTP3,78.9
MAR,1992,FULL,67.9
MAR,1992,MCV1,69.1
MAR,1992,Pol1,91.7
MAR,1992,Pol3,78.9
MAR,1993,BCG,97.2
MAR,1993,DTP1,97
MAR,1993,DTP3,85.1
MAR,1993,FULL,73
MAR,1993,MCV1,74.1
MAR,1993,Pol1,97
MAR,1993,Pol3,85.1
MAR,1994,BCG,95.6
MAR,1994,BCG,72.1
MAR,1994,BCG,71.4
MAR,1994,BCG,97.6
MAR,1994,BCG,25.4
MAR,1994,DTP1,94.5
MAR,1994,DTP1,72.1
MAR,1994,DTP1,71.4
MAR,1994,DTP1,97.6
MAR,1994,DTP1,25.4
MAR,1994,DTP3,83.9
MAR,1994,DTP3,66.3
MAR,1994,DTP3,64.6
MAR,1994,DTP3,89
MAR,1994,DTP3,22.7
MAR,1994,FULL,74.9
MAR,1994,FULL,63.6
MAR,1994,FULL,61.4
MAR,1994,FULL,85.1
MAR,1994,FULL,21.5
MAR,1994,MCV1,77
MAR,1994,MCV1,65.5
MAR,1994,MCV1,64
MAR,1994,MCV1,88.5
MAR,1994,MCV1,23
MAR,1994,Pol1,94.5
MAR,1994,Pol1,71.9
MAR,1994,Pol1,71.1
MAR,1994,Pol1,97.3
MAR,1994,Pol1,25.4
MAR,1994,Pol3,83.9
MAR,1994,Pol3,66.3
MAR,1994,Pol3,64.6
MAR,1994,Pol3,89
MAR,1994,Pol3,22.7
MAR,1994,TT2+,53.6
MAR,1996,BCG,94.9
MAR,1996,BCG,100
MAR,1996,BCG,98.7
MAR,1996,BCG,96.1
MAR,1996,BCG,89.8
MAR,1996,DTP1,93.3
MAR,1996,DTP1,99.5
MAR,1996,DTP1,98.2
MAR,1996,DTP1,94.7
MAR,1996,DTP1,86.9
MAR,1996,DTP3,88
MAR,1996,DTP3,95.9
MAR,1996,DTP3,94.6
MAR,1996,DTP3,90.6
MAR,1996,DTP3,81.8
MAR,1996,FULL,80.6
MAR,1996,FULL,92.5
MAR,1996,FULL,87.8
MAR,1996,FULL,87.1
MAR,1996,FULL,78.3
MAR,1996,MCV1,83.7
MAR,1996,MCV1,93.9
MAR,1996,MCV1,90.7
MAR,1996,MCV1,88.5
MAR,1996,MCV1,79.6
MAR,1996,Pol1,93.3
MAR,1996,Pol1,99.5
MAR,1996,Pol1,98.2
MAR,1996,Pol1,94.7
MAR,1996,Pol1,86.9
MAR,1996,Pol3,88
MAR,1996,Pol3,95.9
MAR,1996,Pol3,94.6
MAR,1996,Pol3,90.6
MAR,1996,Pol3,81.8
MAR,1996,TT1,41.2
MAR,2002,BCG,97.8
MAR,2002,BCG,78.3
MAR,2002,BCG,98.4
MAR,2002,BCG,20.1
MAR,2002,DTP1,97
MAR,2002,DTP1,77.5
MAR,2002,DTP1,97.5
MAR,2002,DTP1,20.1
MAR,2002,DTP3,93.1
MAR,2002,DTP3,75.4
MAR,2002,DTP3,94.8
MAR,2002,DTP3,19.3
MAR,2002,FULL,83.1
MAR,2002,FULL,71
MAR,2002,FULL,89.1
MAR,2002,FULL,18.1
MAR,2002,MCV1,84.7
MAR,2002,MCV1,71.6
MAR,2002,MCV1,90.4
MAR,2002,MCV1,18.8
MAR,2002,Pol1,97.1
MAR,2002,Pol1,77.6
MAR,2002,Pol1,97.8
MAR,2002,Pol1,20.2
MAR,2002,Pol3,93.4
MAR,2002,Pol3,75.6
MAR,2002,Pol3,95.2
MAR,2002,Pol3,19.7
MAR,2002,TT1,15.1
MAR,2002,TT2+,12.6
MAR,2010,BCG,98.5
MAR,2010,DTP1,97.6
MAR,2010,DTP3,95.2
MAR,2010,FULL,87.7
MAR,2010,MCV1,89.3
MAR,2010,Pol1,97.3
MAR,2010,Pol3,94.6
MDA,1999,BCG,93.2
MDA,1999,BCG,99.2
MDA,1999,DTP1,93
MDA,1999,DTP1,96.7
MDA,1999,DTP3,86.2
MDA,1999,DTP3,93.8
MDA,1999,FULL,72.3
MDA,1999,FULL,88.9
MDA,1999,HepB3,83.7
MDA,1999,HepB3,90.1
MDA,1999,MCV1,79
MDA,1999,MCV1,91.1
MDA,1999,Pol1,94.1
MDA,1999,Pol1,97.5
MDA,1999,Pol3,87.1
MDA,1999,Pol3,94.8
MDA,1999,BCG,99.6
MDA,1999,DTP1,99.3
MDA,1999,DTP3,97.7
MDA,1999,FULL,86.2
MDA,1999,HepB3,91.1
MDA,1999,MCV1,95.4
MDA,1999,Pol1,99.6
MDA,1999,Pol3,98.4
MDA,2004,BCG,89.7
MDA,2004,BCG,99.7
MDA,2004,BCG,10.1
MDA,2004,DTP1,88.7
MDA,2004,DTP1,98.3
MDA,2004,DTP1,9.5
MDA,2004,DTP3,86.4
MDA,2004,DTP3,93.5
MDA,2004,DTP3,7.1
MDA,2004,FULL,81.6
MDA,2004,FULL,85.3
MDA,2004,FULL,3.7
MDA,2004,HepB1,89.3
MDA,2004,HepB1,97.7
MDA,2004,HepB1,8.4
MDA,2004,HepB3,87.8
MDA,2004,HepB3,94.5
MDA,2004,HepB3,6.7
MDA,2004,MCV1,84.9
MDA,2004,MCV1,90.6
MDA,2004,MCV1,5.7
MDA,2004,Pol1,89.3
MDA,2004,Pol1,99.1
MDA,2004,Pol1,9.8
MDA,2004,Pol3,87.7
MDA,2004,Pol3,94.8
MDA,2004,Pol3,7.1
MDA,2004,TT1,7.9
MDA,2004,TT2+,12.8
MDA,2011,BCG,97.8
MDA,2011,BCG,95.4
MDA,2011,BCG,98
MDA,2011,BCG,2.6
MDA,2011,DTP1,94.3
MDA,2011,DTP1,93.5
MDA,2011,DTP1,96.3
MDA,2011,DTP1,2.8
MDA,2011,DTP3,90.6
MDA,2011,DTP3,90.6
MDA,2011,DTP3,93.3
MDA,2011,DTP3,2.7
MDA,2011,HepB1,97.9
MDA,2011,HepB1,96
MDA,2011,HepB1,98
MDA,2011,HepB1,2.1
MDA,2011,HepB3,93.6
MDA,2011,HepB3,91.6
MDA,2011,HepB3,93.7
MDA,2011,HepB3,2.2
MDA,2011,HepBB,95.9
MDA,2011,HepBB,90.5
MDA,2011,HepBB,95.9
MDA,2011,HepBB,5.4
MDA,2011,Hib1,94.3
MDA,2011,Hib1,93.5
MDA,2011,Hib1,96.3
MDA,2011,Hib1,2.8
MDA,2011,MCV1,89.3
MDA,2011,MCV1,88.8
MDA,2011,MCV1,92.8
MDA,2011,MCV1,4
MDA,2011,Pol1,94.8
MDA,2011,Pol1,93.8
MDA,2011,Pol1,96.6
MDA,2011,Pol1,2.7
MDA,2011,Pol3,88.5
MDA,2011,Pol3,91.3
MDA,2011,Pol3,93.6
MDA,2011,Pol3,2.2
MDG,1990,BCG,83
MDG,1990,DTP3,59
MDG,1990,MCV1,56
MDG,1990,Pol3,59
MDG,1990,BCG,77
MDG,1990,DTP1,78
MDG,1990,DTP3,59
MDG,1990,MCV1,56
MDG,1990,Pol1,77
MDG,1990,Pol3,58
MDG,1990,TT2+,60
MDG,1988,BCG,53.1
MDG,1988,DTP1,57.8
MDG,1988,DTP3,38.2
MDG,1988,FULL,21.1
MDG,1988,MCV1,31
MDG,1988,Pol1,57.8
MDG,1988,Pol3,38.2
MDG,1989,BCG,62.2
MDG,1989,DTP1,63.1
MDG,1989,DTP3,44.1
MDG,1989,FULL,30.4
MDG,1989,MCV1,39.2
MDG,1989,Pol1,63.1
MDG,1989,Pol3,44.1
MDG,1990,BCG,69.6
MDG,1990,DTP1,75.8
MDG,1990,DTP3,52.1
MDG,1990,FULL,34.8
MDG,1990,MCV1,43
MDG,1990,Pol1,75.9
MDG,1990,Pol3,52.1
MDG,1991,BCG,68.9
MDG,1991,BCG,55.9
MDG,1991,BCG,53
MDG,1991,BCG,75
MDG,1991,BCG,19.1
MDG,1991,DTP1,73.1
MDG,1991,DTP1,57.5
MDG,1991,DTP1,57.2
MDG,1991,DTP1,78.8
MDG,1991,DTP1,21.3
MDG,1991,DTP3,47.7
MDG,1991,DTP3,43.1
MDG,1991,DTP3,42.2
MDG,1991,DTP3,53.8
MDG,1991,DTP3,10.8
MDG,1991,FULL,31.7
MDG,1991,FULL,35.8
MDG,1991,FULL,33.1
MDG,1991,FULL,43.4
MDG,1991,FULL,7.6
MDG,1991,MCV1,39.1
MDG,1991,MCV1,42.7
MDG,1991,MCV1,40.8
MDG,1991,MCV1,54
MDG,1991,MCV1,11.3
MDG,1991,Pol1,73.1
MDG,1991,Pol1,57.5
MDG,1991,Pol1,57.2
MDG,1991,Pol1,78.8
MDG,1991,Pol1,21.3
MDG,1991,Pol3,47.6
MDG,1991,Pol3,43
MDG,1991,Pol3,42.1
MDG,1991,Pol3,53.8
MDG,1991,Pol3,10.8
MDG,1991,TT2+,44.3
MDG,1992,BCG,77
MDG,1992,DTP3,49
MDG,1992,MCV1,51
MDG,1992,Pol3,49
MDG,1992,TT2+,42
MDG,1994,BCG,76.9
MDG,1994,BCG,62.2
MDG,1994,DTP1,79.4
MDG,1994,DTP3,64.4
MDG,1994,DTP3,55.4
MDG,1994,FULL,51.5
MDG,1994,FULL,44.5
MDG,1994,MCV1,60
MDG,1994,MCV1,49.8
MDG,1994,Pol3,63.4
MDG,1994,Pol3,54.8
MDG,1994,TT2+,32.9
MDG,1995,BCG,87
MDG,1995,DTP3,55
MDG,1995,MCV1,52
MDG,1995,Pol3,55
MDG,1996,BCG,63.8
MDG,1996,BCG,45
MDG,1996,BCG,66
MDG,1996,BCG,21
MDG,1996,DTP1,65
MDG,1996,DTP1,47.9
MDG,1996,DTP1,19.8
MDG,1996,DTP3,45.7
MDG,1996,DTP3,38.6
MDG,1996,DTP3,9.8
MDG,1996,FULL,30.6
MDG,1996,FULL,30.1
MDG,1996,FULL,36.2
MDG,1996,FULL,6.1
MDG,1996,MCV1,39
MDG,1996,MCV1,34.1
MDG,1996,MCV1,46
MDG,1996,MCV1,11.9
MDG,1996,Pol1,73.3
MDG,1996,Pol1,48.1
MDG,1996,Pol1,76.8
MDG,1996,Pol1,28.7
MDG,1996,Pol3,44.9
MDG,1996,Pol3,38.7
MDG,1996,Pol3,47.7
MDG,1996,Pol3,9
MDG,1998,BCG,70
MDG,1998,DTP3,63
MDG,1998,MCV1,44
MDG,1998,Pol3,58
MDG,1999,BCG,45.3
MDG,1999,BCG,42.5
MDG,1999,BCG,71.7
MDG,1999,BCG,26.4
MDG,1999,DTP1,47.3
MDG,1999,DTP1,43.9
MDG,1999,DTP1,73.4
MDG,1999,DTP1,26.1
MDG,1999,DTP3,40.1
MDG,1999,DTP3,36.6
MDG,1999,DTP3,54.7
MDG,1999,DTP3,14.6
MDG,1999,FULL,33.2
MDG,1999,FULL,25.7
MDG,1999,FULL,44.4
MDG,1999,FULL,11.3
MDG,1999,MCV1,36.9
MDG,1999,MCV1,29.1
MDG,1999,MCV1,55.1
MDG,1999,MCV1,18.2
MDG,1999,PAB,47.8
MDG,1999,Pol1,47.6
MDG,1999,Pol1,43.8
MDG,1999,Pol1,84.5
MDG,1999,Pol1,36.9
MDG,1999,Pol3,40.2
MDG,1999,Pol3,36.6
MDG,1999,Pol3,57.5
MDG,1999,Pol3,17.4
MDG,1999,TT2+,47.8
MDG,2002,BCG,69.4
MDG,2002,BCG,48
MDG,2002,BCG,71.8
MDG,2002,BCG,23.8
MDG,2002,DTP1,69.1
MDG,2002,DTP1,47.7
MDG,2002,DTP1,71.3
MDG,2002,DTP1,23.6
MDG,2002,DTP3,58.5
MDG,2002,DTP3,42.7
MDG,2002,DTP3,61.4
MDG,2002,DTP3,18.7
MDG,2002,FULL,47.3
MDG,2002,FULL,37.5
MDG,2002,FULL,52.9
MDG,2002,FULL,15.4
MDG,2002,MCV1,52.2
MDG,2002,MCV1,41.7
MDG,2002,MCV1,59
MDG,2002,MCV1,17.3
MDG,2002,Pol1,75
MDG,2002,Pol1,48.8
MDG,2002,Pol1,77.3
MDG,2002,Pol1,28.5
MDG,2002,Pol3,60.2
MDG,2002,Pol3,44
MDG,2002,Pol3,63.2
MDG,2002,Pol3,19.2
MDG,2004,TT1,12.8
MDG,2004,TT2+,39.7
MDG,2007,BCG,85.5
MDG,2007,BCG,94.2
MDG,2007,BCG,8.7
MDG,2007,DTP1,66.9
MDG,2007,DTP1,92.3
MDG,2007,DTP1,25.4
MDG,2007,DTP3,61.1
MDG,2007,DTP3,81.9
MDG,2007,DTP3,20.8
MDG,2007,HepB1,66.9
MDG,2007,HepB1,92.3
MDG,2007,HepB1,25.4
MDG,2007,HepB3,61.1
MDG,2007,HepB3,81.9
MDG,2007,HepB3,20.8
MDG,2007,MCV1,61.4
MDG,2007,MCV1,81
MDG,2007,MCV1,19.6
MDG,2007,PAB,35.4
MDG,2007,Pol1,64.8
MDG,2007,Pol1,90.2
MDG,2007,Pol1,25.4
MDG,2007,Pol3,60.3
MDG,2007,Pol3,81
MDG,2007,Pol3,20.7
MDG,2007,TT2+,42.7
MDG,2007,TT2+,84.5
MDG,2008,BCG,82.5
MDG,2008,BCG,58.4
MDG,2008,BCG,83.1
MDG,2008,BCG,24.7
MDG,2008,DTP1,83.7
MDG,2008,DTP1,59.7
MDG,2008,DTP1,84.2
MDG,2008,DTP1,24.5
MDG,2008,DTP3,71.3
MDG,2008,DTP3,54.6
MDG,2008,DTP3,72.8
MDG,2008,DTP3,18.2
MDG,2008,FULL,55.2
MDG,2008,FULL,49.1
MDG,2008,FULL,61.6
MDG,2008,FULL,12.5
MDG,2008,MCV1,62.1
MDG,2008,MCV1,50.7
MDG,2008,MCV1,69.6
MDG,2008,MCV1,18.9
MDG,2008,PAB,70.3
MDG,2008,Pol1,83.8
MDG,2008,Pol1,59.9
MDG,2008,Pol1,84.3
MDG,2008,Pol1,24.5
MDG,2008,Pol3,68.5
MDG,2008,Pol3,54.9
MDG,2008,Pol3,69.9
MDG,2008,Pol3,15
MDG,2008,TT2+,40.7
MDG,2010,BCG,74.1
MDG,2010,BCG,76.1
MDG,2010,BCG,69.6
MDG,2010,DTP1,53.3
MDG,2010,DTP1,92.1
MDG,2010,DTP3,47.8
MDG,2010,DTP3,82.1
MDG,2010,FULL,50
MDG,2010,FULL,37
MDG,2010,FULL,63
MDG,2010,HepB1,53.3
MDG,2010,HepB1,92.1
MDG,2010,HepB3,47.8
MDG,2010,HepB3,82.1
MDG,2010,Hib1,53.3
MDG,2010,Hib1,92.1
MDG,2010,Hib3,47.8
MDG,2010,Hib3,82.1
MDG,2010,MCV1,41.8
MDG,2010,MCV1,73.4
MDG,2010,PAB,31.8
MDG,2010,Pol1,51.8
MDG,2010,Pol1,89.3
MDG,2010,Pol3,47
MDG,2010,Pol3,79.9
MDG,2010,TT2+,80
MDG,2011,BCG,41.7
MDG,2011,BCG,79.6
MDG,2011,BCG,74.2
MDG,2011,BCG,32.4
MDG,2011,DTP1,44.9
MDG,2011,DTP1,98.3
MDG,2011,DTP1,79.7
MDG,2011,DTP1,34.8
MDG,2011,DTP3,41.4
MDG,2011,DTP3,97.6
MDG,2011,DTP3,62.9
MDG,2011,DTP3,21.5
MDG,2011,FULL,34.9
MDG,2011,FULL,35.9
MDG,2011,FULL,51.1
MDG,2011,FULL,16.3
MDG,2011,HepB1,44.9
MDG,2011,HepB1,98.3
MDG,2011,HepB1,79.7
MDG,2011,HepB1,34.8
MDG,2011,HepB3,41.4
MDG,2011,HepB3,97.6
MDG,2011,HepB3,62.9
MDG,2011,HepB3,21.5
MDG,2011,Hib1,44.9
MDG,2011,Hib1,98.3
MDG,2011,Hib1,79.7
MDG,2011,Hib1,34.8
MDG,2011,Hib3,41.4
MDG,2011,Hib3,97.6
MDG,2011,Hib3,62.9
MDG,2011,Hib3,21.5
MDG,2011,MCV1,37.7
MDG,2011,MCV1,88.7
MDG,2011,MCV1,61.7
MDG,2011,MCV1,24
MDG,2011,Pol1,44.9
MDG,2011,Pol1,98.3
MDG,2011,Pol1,79.7
MDG,2011,Pol1,34.8
MDG,2011,Pol3,41.4
MDG,2011,Pol3,97.3
MDG,2011,Pol3,62.9
MDG,2011,Pol3,21.5
MDV,1988,BCG,100
MDV,1988,DTP1,97
MDV,1988,MCV1,72
MDV,1988,Pol1,99
MDV,1988,TT2+,71
MDV,1994,BCG,86
MDV,1994,DTP3,87
MDV,1994,MCV1,82
MDV,1994,Pol3,89
MDV,1994,TT2+,83
MDV,2000,BCG,95.6
MDV,2000,DTP1,95.6
MDV,2000,DTP3,90.5
MDV,2000,FULL,85.4
MDV,2000,HepB1,94.9
MDV,2000,HepB3,93
MDV,2000,MCV1,92.4
MDV,2000,Pol1,94.9
MDV,2000,Pol3,93
MDV,2000,TT2+,42.9
MDV,2008,BCG,99.2
MDV,2008,BCG,89
MDV,2008,BCG,99.4
MDV,2008,BCG,10.3
MDV,2008,DTP1,98.7
MDV,2008,DTP1,89
MDV,2008,DTP1,98.8
MDV,2008,DTP1,9.8
MDV,2008,DTP3,96.2
MDV,2008,DTP3,88.6
MDV,2008,DTP3,97.9
MDV,2008,DTP3,9.2
MDV,2008,FULL,88.9
MDV,2008,FULL,85.3
MDV,2008,FULL,92.9
MDV,2008,FULL,7.6
MDV,2008,HepB1,98.7
MDV,2008,HepB1,89
MDV,2008,HepB1,99
MDV,2008,HepB1,10
MDV,2008,HepB3,91.9
MDV,2008,HepB3,88.1
MDV,2008,HepB3,96.9
MDV,2008,HepB3,8.9
MDV,2008,MCV1,91.3
MDV,2008,MCV1,85.9
MDV,2008,MCV1,94.5
MDV,2008,MCV1,8.7
MDV,2008,PAB,82.1
MDV,2008,Pol1,98.6
MDV,2008,Pol1,89
MDV,2008,Pol1,98.7
MDV,2008,Pol1,9.7
MDV,2008,Pol3,95.4
MDV,2008,Pol3,88.7
MDV,2008,Pol3,97
MDV,2008,Pol3,8.3
MDV,2008,TT2+,59.4
MEX,1986,BCG,73
MEX,1986,DTP1,77
MEX,1986,DTP3,34
MEX,1986,FULL,21
MEX,1986,MCV1,59
MEX,1986,Pol1,94
MEX,1986,Pol3,57
MEX,2004,BCG,96.8
MEX,2004,DTP3,92.9
MEX,2004,FULL,84.7
MEX,2004,HepB3,92.9
MEX,2004,Hib3,92.9
MEX,2004,Pol3,96.1
MEX,2005,FULL,78.4
MEX,2005,MCV1,81.2
MEX,2010,BCG,96.7
MEX,2010,BCG,98.2
MEX,2010,DTP3,90.2
MEX,2010,DTP3,81
MEX,2010,FULL,64.5
MEX,2010,FULL,29.8
MEX,2010,HepB3,94.7
MEX,2010,HepB3,36.5
MEX,2010,Hib3,90.2
MEX,2010,Hib3,81
MEX,2010,MCV1,81.2
MEX,2010,MCV1,91.3
MEX,2010,PcV3,87.6
MEX,2010,PcV3,86.5
MEX,2010,Pol3,90.2
MEX,2010,Pol3,81
MEX,2010,RotaC,76.8
MEX,2010,RotaC,84.3
MEX,2011,BCG,98.3
MEX,2011,DTP3,78.8
MEX,2011,FULL,60.7
MEX,2011,FULL,27
MEX,2011,HepB3,36.6
MEX,2011,Hib3,78.8
MEX,2011,MCV1,86.5
MEX,2011,PcV3,86.3
MEX,2011,Pol3,78.8
MEX,2011,RotaC,81.2
MEX,2013,BCG,93.1
MEX,2013,BCG,72.2
MEX,2013,BCG,93.6
MEX,2013,DTP1,91.5
MEX,2013,DTP1,72.6
MEX,2013,DTP1,93.3
MEX,2013,DTP3,69.2
MEX,2013,DTP3,68.7
MEX,2013,DTP3,79.1
MEX,2013,FULL,34.3
MEX,2013,FULL,47.8
MEX,2013,FULL,50.6
MEX,2013,HepB0,92
MEX,2013,HepB0,72.6
MEX,2013,HepB0,93.1
MEX,2013,HepB1,92
MEX,2013,HepB1,72.6
MEX,2013,HepB1,93.1
MEX,2013,HepB3,76
MEX,2013,HepB3,68.7
MEX,2013,HepB3,85.1
MEX,2013,Hib1,91.5
MEX,2013,Hib1,72.6
MEX,2013,Hib1,93.3
MEX,2013,Hib3,69.2
MEX,2013,Hib3,68.7
MEX,2013,Hib3,79.1
MEX,2013,IPV1,91.5
MEX,2013,IPV1,72.6
MEX,2013,IPV1,93.3
MEX,2013,MCV1,81.9
MEX,2013,MCV1,64.3
MEX,2013,MCV1,83.1
MEX,2013,PCV1,89.9
MEX,2013,PCV1,72.3
MEX,2013,PCV1,91
MEX,2013,PCV3,70.6
MEX,2013,PCV3,63.9
MEX,2013,PCV3,72.3
MEX,2013,Pol1,91.5
MEX,2013,Pol1,72.6
MEX,2013,Pol1,93.3
MEX,2013,Pol3,69.2
MEX,2013,Pol3,68.7
MEX,2013,Pol3,79.1
MEX,2013,RCV1,81.9
MEX,2013,RCV1,64.3
MEX,2013,RCV1,83.1
MEX,2013,Rota1,90.9
MEX,2013,Rota1,71.1
MEX,2013,Rota1,91.4
MEX,2013,RotaC,55.1
MEX,2013,RotaC,58.9
MEX,2013,RotaC,67.6
MEX,2013,TT2+,48.8
MEX,2014,BCG,92.6
MEX,2014,BCG,74.4
MEX,2014,BCG,92.7
MEX,2014,DTP1,91.4
